date,time,time_begin,time_end,Food_Item,Amount_Consumed,Units,Food_Item_Description,calorie,total_carb,dietary_fiber,sugar,protein,total_fat
2020-06-02,19:00:00,2020-06-02 19:00:00,19:17:00,pasta salad with vegetables,,,Pasta Salad,407.0,35.0,3.1,3.0,12.0,24.0
2020-06-02,19:00:00,2020-06-02 19:00:00,19:17:00,salad dressing,,,Salad Dressing,129.0,1.8,0.0,1.4,0.4,13.0
2020-06-02,19:00:00,2020-06-02 19:00:00,19:17:00,egg,1.0,,Egg,72.0,0.4,0.0,0.2,6.3,4.8
2020-06-02,19:24:00,2020-06-02 19:24:00,19:26:00,toffee,2.0,,Toffee,134.0,16.0,0.0,15.0,0.3,7.9
2020-06-02,21:16:00,2020-06-02 21:16:00,21:20:00,ice cream,1.0,cup,Ice Cream,273.0,31.0,0.9,28.0,4.6,15.0
2020-06-02,21:25:00,2020-06-02 21:25:00,21:29:00,cookie,6.0,,Cookie,886.0,118.0,3.6,59.0,9.2,44.0
2020-06-03,11:59:00,2020-06-03 11:59:00,12:07:00,oatmeal,0.75,cup,Oatmeal,125.0,21.0,3.0,0.5,4.5,2.7
2020-06-03,11:59:00,2020-06-03 11:59:00,12:07:00,maple syrup,1.5,teaspoon,Maple Syrup,26.0,6.7,0.0,6.0,0.0,0.0
2020-06-03,12:08:00,2020-06-03 12:08:00,12:10:00,tea with milk,,,Tea with Milk,62.0,5.2,0.0,5.0,3.1,3.2
2020-06-03,12:08:00,2020-06-03 12:08:00,12:10:00,Honey,1.0,teaspoon,Honey,21.0,5.8,0.0,5.8,0.0,0.0
2020-06-03,14:30:00,2020-06-03 14:30:00,14:35:00,turkey and brie sandwich,0.5,,Turkey and Brie Sandwich,287.0,20.5,2.4,5.0,16.0,15.5
2020-06-03,14:38:00,2020-06-03 14:38:00,14:38:00,Mixed Nuts,5.0,,Mixed Nut,85.0,3.6,1.3,0.7,2.4,7.2
2020-06-03,14:45:00,2020-06-03 14:45:00,14:46:00,decaf latte,,,Latte,189.0,19.0,0.0,19.0,12.0,7.4
2020-06-03,18:19:00,2020-06-03 18:19:00,18:23:00,soda,,,Soda,155.0,38.0,0.0,37.0,0.0,0.0
2020-06-03,19:45:00,2020-06-03 19:45:00,20:05:00,lamb,,,Lamb,250.0,0.0,0.0,0.0,21.0,18.0
2020-06-03,19:45:00,2020-06-03 19:45:00,20:05:00,small sweet potato,1.0,,Small Sweet Potato,54.0,12.0,2.0,3.9,1.2,0.1
2020-06-03,19:45:00,2020-06-03 19:45:00,20:05:00,beet,1.0,,Beet,22.0,5.0,1.0,4.0,0.8,0.1
2020-06-03,20:20:00,2020-06-03 20:20:00,20:37:00,tea,,,Tea,2.4,0.7,0.0,0.0,0.0,0.0
2020-06-03,20:20:00,2020-06-03 20:20:00,20:37:00,Honey,1.0,teaspoon,Honey,21.0,5.8,0.0,5.8,0.0,0.0
2020-06-03,20:40:00,2020-06-03 20:40:00,20:45:00,cookie,8.0,,Cookie,1181.3,157.3,4.8,78.7,12.3,58.7
2020-06-04,09:30:00,2020-06-04 09:30:00,,Boost,,,,654.0,82.0,5.6,40.0,26.0,26.0
